user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
WILDCHIMP_D03_WC20_S20__DASTool_bins.metabat2.043	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1696;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1696;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.31	11	0.95515	N/A
WILDCHIMP_D03_WC20_S20__DASTool_bins.metabat2.055	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SIG299;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SIG299;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.38	11	0.92176	N/A
WILDCHIMP_D03_WC20_S20__DASTool_bins.metabat2.121	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__VSOB01;s__VSOB01 sp934432885	GCA_934432885.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__VSOB01;s__VSOB01 sp934432885	95.5	0.868	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_D03_WC20_S20__DASTool_bins.metabat2.156	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__CAG-1024;s__CAG-1024 sp000432015	GCA_000432015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__CAG-1024;s__CAG-1024 sp000432015	96.74	0.848	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_D03_WC20_S20__DASTool_bins.metabat2.165	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963626925.1, s__Ornithospirochaeta sp963626925, 95.0, 91.66, 0.777; GCA_963610485.1, s__Ornithospirochaeta sp963610485, 95.0, 89.7, 0.684; GCA_963587105.1, s__Ornithospirochaeta sp963587105, 95.0, 88.0, 0.561; GCA_963626615.1, s__Ornithospirochaeta sp963626615, 95.0, 81.23, 0.203	83.14	11	0.99471	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D03_WC20_S20__DASTool_bins.metabat2.169	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp934633695	GCA_934633695.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp934633695	98.47	0.943	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_D03_WC20_S20__DASTool_bins.metabat2.185	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__RUG841;s__	N/A	N/A	N/A	N/A	N/A	GCA_900772035.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__RUG841;s__RUG841 sp900772035	86.18	0.406	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__RUG841;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	93.47	11	0.98799	N/A
WILDCHIMP_D03_WC20_S20__DASTool_bins.metabat2.191	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_934532985.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A sp934532985	91.59	0.782	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963595115.1, s__Butyricicoccus_A sp963595115, 95.0, 86.7, 0.32	95.67	11	0.9965	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D03_WC20_S20__DASTool_bins.metabat2.212	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UBA6448;s__	N/A	N/A	N/A	N/A	N/A	GCA_934096985.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UBA6448;s__UBA6448 sp934096985	94.24	0.78	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UBA6448;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934101645.1, s__UBA6448 sp934101645, 95.0, 93.18, 0.816; GCA_934096705.1, s__UBA6448 sp934096705, 95.0, 91.71, 0.861; GCA_029100545.1, s__UBA6448 sp029100545, 95.0, 80.41, 0.182; GCA_000437315.1, s__UBA6448 sp000437315, 95.0, 79.4, 0.153	82.43	11	0.99786	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D03_WC20_S20__DASTool_bins.metabat2.237	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp900554615	GCA_900554615.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp900554615	95.19	0.742	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934182615.1, s__CAG-302 sp934182615, 95.0, 84.67, 0.304; GCA_001916775.1, s__CAG-302 sp001916775, 95.0, 84.88, 0.294; GCA_934162325.1, s__CAG-302 sp934162325, 95.42, 84.66, 0.317; GCA_022009835.1, s__CAG-302 sp900548425, 95.0, 84.33, 0.236	N/A	N/A	N/A	N/A
WILDCHIMP_D03_WC20_S20__DASTool_bins.metabat2.277	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-314;g__Fimimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_934281515.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-314;g__Fimimonas;s__Fimimonas sp934281515	94.94	0.842	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-314;g__Fimimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	92.89	11	0.99734	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D03_WC20_S20__DASTool_bins.metabat2.302	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp002304735	GCA_002304735.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp002304735	97.01	0.887	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_003516865.1, s__CAG-115 sp003516865, 95.0, 90.23, 0.632	N/A	N/A	N/A	N/A
WILDCHIMP_D03_WC20_S20__DASTool_bins.metabat2.313	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	GCA_000435055.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	96.23	0.873	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_937894955.1, s__PeH17 sp937894955, 95.0, 94.6, 0.895	N/A	N/A	N/A	N/A
WILDCHIMP_D03_WC20_S20__DASTool_bins.metabat2.338	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775	GCA_037368805.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775	95.33	0.834	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_D03_WC20_S20__DASTool_bins.metabat2.355	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Intestinicryptomonadaceae;g__Merdousia;s__	N/A	N/A	N/A	N/A	N/A	GCA_934613645.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Intestinicryptomonadaceae;g__Merdousia;s__Merdousia sp934613645	91.67	0.818	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Intestinicryptomonadaceae;g__Merdousia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_023450935.1, s__Merdousia sp023450935, 95.0, 90.71, 0.784	80.94	11	0.99721	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.015	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963602765	GCA_963602765.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963602765	95.58	0.804	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963588475.1, s__Prevotella sp963588475, 95.0, 88.08, 0.455	N/A	N/A	N/A	N/A
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.025	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus pasteuri	GCF_003970495.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus pasteuri	98.63	0.928	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900636385.1, s__Staphylococcus warneri, 95.0, 84.99, 0.509; GCF_003491325.1, s__Staphylococcus warneri_A, 95.0, 84.94, 0.492	N/A	N/A	N/A	N/A
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.031_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Faecivicinus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Faecivicinus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	78.12	11	0.981	N/A
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.058	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Equibacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_963637965.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Equibacterium;s__Equibacterium sp963637965	89.79	0.791	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Equibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963662035.1, s__Equibacterium sp963662035, 95.0, 88.5, 0.789	94.72	11	0.99409	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.064_sub	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963621665	GCA_963621665.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963621665	96.01	0.875	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963604975.1, s__Prevotella sp963604975, 95.0, 88.47, 0.61; GCA_963653995.1, s__Prevotella sp963653995, 95.0, 89.88, 0.683; GCA_963637655.1, s__Prevotella sp963637655, 95.0, 89.43, 0.659	N/A	N/A	N/A	N/A
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.071	d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__JAEELC01;s__	N/A	N/A	N/A	N/A	N/A	GCA_963628445.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__JAEELC01;s__JAEELC01 sp963628445	92.98	0.668	d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__JAEELC01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963588755.1, s__JAEELC01 sp963588755, 95.0, 89.06, 0.547; GCA_963605425.1, s__JAEELC01 sp963605425, 95.0, 83.53, 0.31	87.83	11	0.99864	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.077	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_963605995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp963605995	91.15	0.461	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_934416185.1, s__Blautia_A sp934416185, 95.0, 85.2, 0.258; GCF_018919065.1, s__Blautia_A sp018919065, 95.0, 85.01, 0.246; GCF_025148125.1, s__Blautia_A wexlerae, 95.13, 84.43, 0.234; GCA_934437695.1, s__Blautia_A sp934437695, 95.0, 83.99, 0.209; GCF_013300825.1, s__Blautia_A wexlerae_B, 95.0, 83.83, 0.236; GCA_003471165.1, s__Blautia_A sp003471165, 95.0, 83.68, 0.229; GCF_033096465.1, s__Blautia_A luti, 95.0, 83.63, 0.217; GCA_003477525.1, s__Blautia_A sp003477525, 95.0, 83.24, 0.197	82.25	11	0.99398	Genome has more than 11.7% of markers with multiple hits
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.083	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp963625945	GCA_963625945.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp963625945	96.86	0.942	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963612465.1, s__Sodaliphilus sp963612465, 95.0, 89.85, 0.822	N/A	N/A	N/A	N/A
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.104_sub	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	N/A	N/A	N/A	N/A	N/A	GCA_963616715.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp963616715	93.22	0.723	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963657285.1, s__Dialister sp963657285, 95.0, 89.55, 0.51; GCA_963640485.1, s__Dialister sp963640485, 95.0, 87.78, 0.373	97.3	11	0.99899	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.134_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__SIG603;s__	N/A	N/A	N/A	N/A	N/A	GCA_963611165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__SIG603;s__SIG603 sp963611165	94.46	0.875	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__SIG603;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963597005.1, s__SIG603 sp963597005, 95.0, 91.29, 0.799; GCA_963657025.1, s__SIG603 sp963657025, 95.0, 89.8, 0.66; GCA_963589785.1, s__SIG603 sp963589785, 95.0, 88.19, 0.693; GCA_963621245.1, s__SIG603 sp963621245, 95.0, 83.3, 0.377	94.88	11	0.99847	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.141	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAUUSJ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAUUSJ01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	90.73	11	0.98155	N/A
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.151	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	N/A	N/A	N/A	N/A	N/A	GCA_963589615.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella timonensis_A	94.52	0.883	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963656685.1, s__Alloprevotella sp963656685, 95.0, 89.95, 0.725; GCA_963649665.1, s__Alloprevotella sp963649665, 95.0, 85.74, 0.448; GCA_963600165.1, s__Alloprevotella sp963600165, 95.0, 85.0, 0.34	94.9	11	0.99894	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.152	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__	N/A	N/A	N/A	N/A	N/A	GCA_963605415.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp963605415	90.36	0.808	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963642245.1, s__CAG-217 sp963642245, 95.0, 90.42, 0.755; GCA_963638105.1, s__CAG-217 sp963638105, 95.0, 89.11, 0.736; GCA_025757685.1, s__CAG-217 sp000436335, 95.0, 88.83, 0.71	95.08	11	0.99874	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.161	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963629885.1, s__Parabacteroides sp963629885, 95.0, 91.03, 0.665; GCA_963648005.1, s__Parabacteroides sp963648005, 95.0, 90.9, 0.637; GCA_963641545.1, s__Parabacteroides sp963641545, 95.0, 87.78, 0.201; GCA_963652435.1, s__Parabacteroides sp963652435, 95.0, 82.81, 0.176	93.63	11	0.98358	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.173_sub	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp963610855	GCA_963610855.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA9732;s__UBA9732 sp963610855	97.61	0.799	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963628205.1, s__UBA9732 sp963628205, 95.0, 87.17, 0.506; GCA_963609725.1, s__UBA9732 sp963609725, 95.0, 86.86, 0.473	N/A	N/A	N/A	N/A
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.182	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Fimadaptatus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Fimadaptatus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.72	11	0.97207	N/A
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.205	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp963615835	GCA_963615835.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp963615835	96.41	0.777	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963650755.1, s__Cryptobacteroides sp963650755, 95.0, 86.81, 0.555	N/A	N/A	N/A	N/A
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.208	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Coprovivens;s__	N/A	N/A	N/A	N/A	N/A	GCA_016296185.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Coprovivens;s__Coprovivens sp016296185	82.59	0.226	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Coprovivens;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	85.74	11	0.9825	N/A
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.211	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp963617915	GCA_963617915.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp963617915	96.33	0.78	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963642565.1, s__Cryptobacteroides sp963642565, 95.0, 86.01, 0.428; GCA_963642795.1, s__Cryptobacteroides sp963642795, 95.0, 84.57, 0.414; GCA_963604245.1, s__Cryptobacteroides sp963604245, 95.0, 90.68, 0.612	N/A	N/A	N/A	N/A
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.219_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp963622815	GCA_963622815.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp963622815	98.02	0.865	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934378195.1, s__Blautia_A sp934378195, 95.0, 85.14, 0.432; GCF_934424005.1, s__Blautia_A sp934424005, 95.25, 85.97, 0.445; GCA_963597235.1, s__Blautia_A sp963597235, 95.0, 93.21, 0.667; GCF_025147765.1, s__Blautia_A obeum, 95.0, 86.04, 0.399; GCF_018918125.1, s__Blautia_A sp018918125, 95.0, 86.1, 0.399	N/A	N/A	N/A	N/A
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.229_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_029006155.1, s__Choladousia sp029006155, 95.0, 86.74, 0.459; GCA_902363135.1, s__Choladousia sp902363135, 95.0, 85.57, 0.358	89.97	11	0.99186	N/A
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.236_sub	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCA_963646585.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp963646585	83.78	0.182	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963625415.1, s__Cryptobacteroides sp963625415, 95.0, 85.93, 0.218; GCA_963614515.1, s__Cryptobacteroides sp963614515, 95.0, 83.78, 0.179; GCA_963607915.1, s__Cryptobacteroides sp963607915, 95.0, 83.11, 0.191	89.99	11	0.98592	N/A
WILDCHIMP_E01_WC5_S5__DASTool_bins.concoct.252	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp963651605	GCA_963651605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp963651605	97.94	0.91	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963657455.1, s__Parabacteroides sp963657455, 95.0, 93.82, 0.876	N/A	N/A	N/A	N/A
WILDCHIMP_E01_WC5_S5__DASTool_bins.maxbin2.141	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA3839;s__UBA3839 sp963627995	GCA_963627995.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA3839;s__UBA3839 sp963627995	99.05	0.942	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
