user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.247	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_902362875.1, s__Anaerostipes sp900066705, 95.0, 89.66, 0.496; GCA_036312945.1, s__Anaerostipes hadrus_C, 95.0, 89.62, 0.526; GCF_030296915.1, s__Anaerostipes hadrus, 95.0, 89.45, 0.502; GCF_025567365.1, s__Anaerostipes amylophilus, 95.0, 88.9, 0.464; GCA_019423795.1, s__Anaerostipes sp019423795, 95.0, 88.84, 0.513	84.17	11	0.99357	Genome has more than 11.7% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.251_sub	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Colivicinus;s__	N/A	N/A	N/A	N/A	N/A	GCA_963619285.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Colivicinus;s__Colivicinus sp963619285	89.42	0.629	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Colivicinus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963628775.1, s__Colivicinus sp963628775, 95.0, 88.34, 0.697; GCA_963593105.1, s__Colivicinus sp963593105, 95.0, 85.81, 0.405; GCA_963601025.1, s__Colivicinus sp963601025, 95.0, 81.59, 0.175; GCA_963654705.1, s__Colivicinus sp963654705, 95.0, 80.74, 0.161	90.67	11	0.99661	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.258	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp963630775	GCA_963630775.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp963630775	97.66	0.885	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_900546225.1, s__Enterousia sp900546225, 95.0, 90.31, 0.746; GCA_002437665.1, s__Enterousia sp002437665, 95.0, 91.68, 0.778; GCA_900549365.1, s__Enterousia sp900549365, 95.0, 88.8, 0.713; GCA_030531915.1, s__Enterousia sp030531915, 95.0, 90.58, 0.663	N/A	N/A	N/A	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.263_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__DTU072;g__CAG-1782;s__	N/A	N/A	N/A	N/A	N/A	GCA_934274515.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__DTU072;g__CAG-1782;s__CAG-1782 sp934274515	82.7	0.256	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__DTU072;g__CAG-1782;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905210905.1, s__CAG-1782 sp905210905, 95.0, 82.79, 0.264	93.41	11	0.98888	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.264	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola_A;s__Phocaeicola_A sp963624095	GCA_963624095.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola_A;s__Phocaeicola_A sp963624095	96.19	0.877	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963652075.1, s__Phocaeicola_A sp963652075, 95.0, 90.07, 0.742	N/A	N/A	N/A	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.267	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp963648145	GCA_963648145.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp963648145	97.82	0.841	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963638805.1, s__Treponema_D sp963638805, 95.0, 91.53, 0.72	N/A	N/A	N/A	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.280	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCA_963617065.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp963617065	94.49	0.832	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963654225.1, s__Cryptobacteroides sp963654225, 95.0, 86.7, 0.499; GCA_963636275.1, s__Cryptobacteroides sp963636275, 95.0, 85.42, 0.42; GCA_963650425.1, s__Cryptobacteroides sp963650425, 95.0, 81.57, 0.152	89.12	11	0.99872	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.282	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A sp963620595	GCA_963620595.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A sp963620595	97.93	0.908	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963588905.1, s__Butyricicoccus_A sp963588905, 95.0, 93.26, 0.806; GCF_018918345.1, s__Butyricicoccus_A intestinisimiae, 95.0, 87.04, 0.552; GCA_963601915.1, s__Butyricicoccus_A sp963601915, 95.0, 92.95, 0.8	N/A	N/A	N/A	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.287	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A sp963595115	GCA_963595115.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A sp963595115	98.7	0.916	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934532985.1, s__Butyricicoccus_A sp934532985, 95.0, 84.67, 0.408	N/A	N/A	N/A	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.290	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__	N/A	N/A	N/A	N/A	N/A	GCA_963649995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp963649995	92.09	0.611	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_902490585.1, s__Ruminiclostridium_E sp902490585, 95.0, 89.23, 0.662; GCA_017935365.1, s__Ruminiclostridium_E sp017935365, 95.0, 88.9, 0.578; GCA_002437415.1, s__Ruminiclostridium_E sp002437415, 95.0, 87.37, 0.491; GCA_934490165.1, s__Ruminiclostridium_E sp934490165, 95.0, 87.24, 0.483; GCA_900539195.1, s__Ruminiclostridium_E sp900539195, 95.0, 87.2, 0.541; GCA_025150425.1, s__Ruminiclostridium_E siraeum, 95.0, 86.72, 0.478; GCA_003512525.1, s__Ruminiclostridium_E sp003512525, 95.0, 86.14, 0.457; GCA_016302655.1, s__Ruminiclostridium_E sp016302655, 95.0, 83.58, 0.188; GCA_945921515.1, s__Ruminiclostridium_E sp945921515, 95.0, 81.81, 0.181	85.23	11	0.99532	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.292	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__	N/A	N/A	N/A	N/A	N/A	GCA_963598795.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__UBA4951 sp963598795	92.06	0.821	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963647095.1, s__UBA4951 sp963647095, 95.0, 85.77, 0.361; GCA_963652335.1, s__UBA4951 sp963652335, 95.0, 81.28, 0.167	85.17	11	0.9987	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.294	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__W3P20-009;s__	N/A	N/A	N/A	N/A	N/A	GCA_963620575.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__W3P20-009;s__W3P20-009 sp963620575	94.9	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__W3P20-009;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963658925.1, s__W3P20-009 sp963658925, 95.0, 87.96, 0.652; GCA_963618945.1, s__W3P20-009 sp963618945, 95.0, 86.93, 0.574	84.71	11	0.99944	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.297	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus sp963618275	GCA_963618275.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus sp963618275	96.94	0.81	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_003024675.1, s__Faecalibacillus faecis, 95.0, 88.09, 0.561; GCA_958421935.1, s__Faecalibacillus sp900544435, 95.0, 93.24, 0.83; GCF_003024685.1, s__Faecalibacillus intestinalis, 95.0, 90.44, 0.625; GCA_030540195.1, s__Faecalibacillus sp030540195, 95.0, 89.5, 0.574	N/A	N/A	N/A	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.298	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13006;s__	N/A	N/A	N/A	N/A	N/A	GCA_963649625.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13006;s__HGM13006 sp963649625	93.77	0.884	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13006;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934512135.1, s__HGM13006 sp934512135, 95.0, 85.1, 0.472	93.07	11	0.9915	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.308_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	N/A	N/A	N/A	N/A	N/A	GCA_963661675.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp963661675	90.81	0.681	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003096535.1, s__Agathobaculum butyriciproducens, 95.0, 90.03, 0.583; GCF_934504345.1, s__Agathobaculum sp934504345, 95.0, 86.59, 0.43; GCA_900544475.1, s__Agathobaculum sp900544475, 95.0, 83.47, 0.188; GCA_963645185.1, s__Agathobaculum sp963645185, 95.0, 83.45, 0.203; GCF_014288055.1, s__Agathobaculum hominis, 95.0, 82.19, 0.174	95.71	11	0.99811	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.314	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAKQOE01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAKQOE01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963632005.1, s__CAKQOE01 sp963632005, 95.0, 82.72, 0.205; GCA_963627215.1, s__CAKQOE01 sp963627215, 95.0, 82.69, 0.249; GCA_934255545.1, s__CAKQOE01 sp934255545, 95.0, 81.39, 0.177	95.23	11	0.98654	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.321_sub	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Phil12;s__Phil12 sp963627985	GCA_963627985.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Phil12;s__Phil12 sp963627985	98.07	0.866	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.327	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAKSQF01;s__CAKSQF01 sp937895775	GCA_937895775.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAKSQF01;s__CAKSQF01 sp937895775	97.28	0.871	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934486825.1, s__CAKSQF01 sp934486825, 95.0, 92.11, 0.787	N/A	N/A	N/A	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.329	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	N/A	N/A	N/A	N/A	N/A	GCA_963589615.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella timonensis_A	94.63	0.848	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963656685.1, s__Alloprevotella sp963656685, 95.0, 89.91, 0.716; GCA_963649665.1, s__Alloprevotella sp963649665, 95.0, 85.95, 0.443; GCA_963600165.1, s__Alloprevotella sp963600165, 95.0, 84.76, 0.345	90.43	11	0.99904	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.332	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__SFHK01;s__SFHK01 sp963618055	GCA_963618055.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__SFHK01;s__SFHK01 sp963618055	98.4	0.868	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_004556395.1, s__SFHK01 sp004556395, 95.0, 91.85, 0.642	N/A	N/A	N/A	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.333	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG5612;s__	N/A	N/A	N/A	N/A	N/A	GCA_963636455.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG5612;s__RGIG5612 sp963636455	86.47	0.362	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG5612;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	94.8	11	0.98398	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.338_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAVALG01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAVALG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963589585.1, s__CAVALG01 sp963589585, 95.0, 91.65, 0.684; GCA_963656085.1, s__CAVALG01 sp963656085, 95.0, 86.83, 0.462; GCA_963630555.1, s__CAVALG01 sp963630555, 95.0, 85.54, 0.454	83.62	11	0.98491	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D04_WC28_S28__DASTool_bins.concoct.340	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp963641545	GCA_963641545.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp963641545	96.82	0.856	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963652435.1, s__Parabacteroides sp963652435, 95.0, 89.99, 0.74	N/A	N/A	N/A	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.maxbin2.049_sub	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__Enterosoma sp963617725	GCA_963617725.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__Enterosoma sp963617725	96.83	0.883	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963653505.1, s__Enterosoma sp963653505, 95.0, 92.38, 0.757	N/A	N/A	N/A	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.maxbin2.097	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__W0P28-013 sp963593685	GCA_963593685.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__W0P28-013 sp963593685	95.35	0.75	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963658575.1, s__W0P28-013 sp963658575, 95.0, 85.55, 0.391; GCA_963633255.1, s__W0P28-013 sp963633255, 95.0, 91.53, 0.662; GCA_963659365.1, s__W0P28-013 sp963659365, 95.0, 94.22, 0.707	N/A	N/A	N/A	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.metabat2.008_sub	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__CAVDWX01;s__	N/A	N/A	N/A	N/A	N/A	GCA_963612735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__CAVDWX01;s__CAVDWX01 sp963612735	84.57	0.445	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__CAVDWX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	81.29	11	0.98861	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.metabat2.032	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__	N/A	N/A	N/A	N/A	N/A	GCA_963649335.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio sp963649335	85.38	0.516	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	89.69	11	0.99305	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D04_WC28_S28__DASTool_bins.metabat2.036	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__RUG591;s__	N/A	N/A	N/A	N/A	N/A	GCA_902797275.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__RUG591;s__RUG591 sp902797275	94.51	0.776	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__RUG591;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934153655.1, s__RUG591 sp934153655, 95.0, 93.2, 0.632; GCA_934119955.1, s__RUG591 sp934119955, 95.0, 87.73, 0.43; GCA_945871105.1, s__RUG591 sp945871105, 95.0, 82.1, 0.236	82.13	11	0.99793	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D04_WC28_S28__DASTool_bins.metabat2.046	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Scatomonas;s__Scatomonas sp963649395	GCA_963649395.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Scatomonas;s__Scatomonas sp963649395	97.01	0.875	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963661545.1, s__Scatomonas sp963661545, 95.0, 88.42, 0.59	N/A	N/A	N/A	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.metabat2.088	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA1783;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA1783;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963606005.1, s__UBA1783 sp963606005, 95.0, 80.86, 0.24; GCA_963586925.1, s__UBA1783 sp963586925, 95.0, 80.54, 0.244	92.04	11	0.98783	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.metabat2.119_sub	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__CAVAWX01;s__	N/A	N/A	N/A	N/A	N/A	GCA_963614215.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__CAVAWX01;s__CAVAWX01 sp963614215	93.33	0.753	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__CAVAWX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963592385.1, s__CAVAWX01 sp963592385, 95.0, 89.27, 0.501; GCA_963642995.1, s__CAVAWX01 sp963642995, 95.0, 88.48, 0.538; GCA_963621315.1, s__CAVAWX01 sp963621315, 95.0, 87.37, 0.38	84.51	11	0.99358	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D04_WC28_S28__DASTool_bins.metabat2.150	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp030529945	GCA_030529945.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp030529945	95.19	0.824	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963608065.1, s__Cryptobacteroides sp963608065, 95.0, 89.67, 0.692; GCA_963656985.1, s__Cryptobacteroides sp963656985, 95.0, 94.18, 0.759	N/A	N/A	N/A	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.metabat2.156	d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__JAEELC01;s__	N/A	N/A	N/A	N/A	N/A	GCA_963621965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__JAEELC01;s__JAEELC01 sp963621965	87.28	0.495	d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__JAEELC01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963617645.1, s__JAEELC01 sp963617645, 95.0, 84.41, 0.366; GCA_963633325.1, s__JAEELC01 sp963633325, 95.0, 81.66, 0.183	86.4	11	0.99448	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.metabat2.206	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp963642705	GCA_963642705.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp963642705	97.34	0.947	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963590165.1, s__UBA11524 sp963590165, 95.0, 89.97, 0.792; GCA_963617205.1, s__UBA11524 sp963617205, 95.0, 93.3, 0.891	N/A	N/A	N/A	N/A
WILDCHIMP_D04_WC28_S28__DASTool_bins.metabat2.217	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Fiminaster;s__	N/A	N/A	N/A	N/A	N/A	GCA_963644615.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Fiminaster;s__Fiminaster sp963644615	93.88	0.747	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Fiminaster;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_902797855.1, s__Fiminaster sp902797855, 95.0, 79.98, 0.171	88.9	11	0.99693	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D04_WC28_S28__DASTool_bins.metabat2.224	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG5612;s__	N/A	N/A	N/A	N/A	N/A	GCA_963589005.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG5612;s__RGIG5612 sp963589005	88.79	0.681	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG5612;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963599255.1, s__RGIG5612 sp963599255, 95.0, 89.63, 0.673; GCA_963591145.1, s__RGIG5612 sp963591145, 95.0, 83.5, 0.325	92.97	11	0.99707	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
