user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.157_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium_A;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	80.28	11	0.98605	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.164	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__Colicola sp963655075	GCA_963655075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__Colicola sp963655075	97.29	0.889	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963620225.1, s__Colicola sp963620225, 95.0, 94.36, 0.828	N/A	N/A	N/A	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.168	d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__JAEELC01;s__	N/A	N/A	N/A	N/A	N/A	GCA_963621965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__JAEELC01;s__JAEELC01 sp963621965	91.87	0.677	d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__JAEELC01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963617645.1, s__JAEELC01 sp963617645, 95.0, 84.31, 0.281; GCA_963633325.1, s__JAEELC01 sp963633325, 95.0, 82.1, 0.158	79.09	11	0.99802	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.177	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Avilachnospira;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Avilachnospira;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.85	11	0.98958	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.184	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	GCA_963659505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963659505	94.4	0.776	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963630025.1, s__Prevotella sp963630025, 95.0, 82.6, 0.205; GCA_963636905.1, s__Prevotella sp963636905, 95.0, 81.91, 0.155; GCA_963590865.1, s__Prevotella sp963590865, 95.0, 81.35, 0.163	83.1	11	0.99858	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.192	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG420;s__RUG420 sp963620745	GCA_963620745.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG420;s__RUG420 sp963620745	98.56	0.944	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963638085.1, s__RUG420 sp963638085, 95.0, 92.62, 0.832; GCA_963640645.1, s__RUG420 sp963640645, 95.0, 90.93, 0.823; GCA_963647215.1, s__RUG420 sp963647215, 95.0, 93.24, 0.853; GCA_963623075.1, s__RUG420 sp963623075, 95.0, 88.67, 0.686; GCA_963600825.1, s__RUG420 sp963600825, 95.0, 91.6, 0.79	N/A	N/A	N/A	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.209	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__	N/A	N/A	N/A	N/A	N/A	GCA_963657245.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__UBA4951 sp963657245	90.07	0.659	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963655775.1, s__UBA4951 sp963655775, 95.0, 83.8, 0.286; GCA_963611905.1, s__UBA4951 sp963611905, 95.0, 83.71, 0.284	83.46	11	0.99835	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.277	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6398;s__UBA6398 sp963626585	GCA_963626585.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6398;s__UBA6398 sp963626585	95.64	0.927	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963660485.1, s__UBA6398 sp963660485, 95.0, 93.08, 0.892; GCA_963644855.1, s__UBA6398 sp963644855, 95.0, 86.84, 0.681	N/A	N/A	N/A	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.concoct.291	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__Ornithomonoglobus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__Ornithomonoglobus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.82	11	0.93631	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.maxbin2.040_sub	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Onthovivens;s__	N/A	N/A	N/A	N/A	N/A	GCA_963661135.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Onthovivens;s__Onthovivens sp963661135	93.83	0.727	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Onthovivens;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963619035.1, s__Onthovivens sp963619035, 95.0, 87.34, 0.601; GCA_963611005.1, s__Onthovivens sp963611005, 95.0, 84.43, 0.291	86.28	11	0.99804	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C05_WC35_S35__DASTool_bins.metabat2.021_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_040096555.1, s__Coprococcus_A intestinihominis, 95.0, 85.7, 0.245; GCF_019734885.1, s__Coprococcus_A catus, 95.0, 85.5, 0.32	86.26	11	0.97921	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.metabat2.043	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp963621095	GCA_963621095.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp963621095	99.14	0.922	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963659075.1, s__Bulleidia sp963659075, 95.0, 93.04, 0.795; GCA_963638375.1, s__Bulleidia sp963638375, 95.0, 90.87, 0.788; GCA_963661415.1, s__Bulleidia sp963661415, 95.0, 87.8, 0.636; GCA_963650865.1, s__Bulleidia sp963650865, 95.0, 88.79, 0.635	N/A	N/A	N/A	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.metabat2.056_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum sp963600375	GCA_963600375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum sp963600375	99.39	0.873	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_934307085.1, s__Anaerobutyricum sp934307085, 95.0, 86.04, 0.344; GCF_900209925.1, s__Anaerobutyricum soehngenii, 95.0, 83.77, 0.242; GCF_000173975.1, s__Anaerobutyricum hallii, 95.0, 86.26, 0.349	N/A	N/A	N/A	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.metabat2.077	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__UMGS124;g__UMGS124;s__	N/A	N/A	N/A	N/A	N/A	GCA_963619535.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__UMGS124;g__UMGS124;s__UMGS124 sp963619535	90.6	0.525	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__UMGS124;g__UMGS124;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963648855.1, s__UMGS124 sp963648855, 95.0, 89.47, 0.435; GCA_934662525.1, s__UMGS124 sp934662525, 95.0, 85.26, 0.177; GCA_934654475.1, s__UMGS124 sp934654475, 95.0, 84.95, 0.302; GCA_934636245.1, s__UMGS124 sp934636245, 95.0, 84.75, 0.196; GCA_902464015.1, s__UMGS124 sp902464015, 95.0, 84.31, 0.191; GCA_900539345.1, s__UMGS124 sp900539345, 95.0, 84.18, 0.201; GCA_019420325.1, s__UMGS124 sp019420325, 95.0, 83.67, 0.17	83.74	11	0.98664	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C05_WC35_S35__DASTool_bins.metabat2.083	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963631155.1, s__Holdemanella sp963631155, 95.0, 86.13, 0.545; GCA_963595075.1, s__Holdemanella sp963595075, 95.0, 85.82, 0.501	92.55	11	0.99364	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C05_WC35_S35__DASTool_bins.metabat2.088_sub	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Colivicinus;s__Colivicinus sp963619285	GCA_963619285.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Colivicinus;s__Colivicinus sp963619285	98.65	0.855	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963593105.1, s__Colivicinus sp963593105, 95.0, 85.8, 0.374; GCA_963628775.1, s__Colivicinus sp963628775, 95.0, 87.84, 0.634	N/A	N/A	N/A	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.metabat2.093	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp963598975	GCA_963598975.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp963598975	97.09	0.888	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963595445.1, s__Bifidobacterium sp963595445, 95.0, 89.68, 0.716; GCA_963619075.1, s__Bifidobacterium sp963619075, 95.0, 93.54, 0.776; GCA_963590945.1, s__Bifidobacterium sp963590945, 95.0, 91.37, 0.791; GCA_963619615.1, s__Bifidobacterium sp963619615, 95.0, 92.9, 0.815	N/A	N/A	N/A	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.metabat2.121	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Coprosoma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Coprosoma;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.57	11	0.95545	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.metabat2.151_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__	N/A	N/A	N/A	N/A	N/A	GCA_963657995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea sp963657995	82.66	0.221	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963637995.1, s__Otoolea sp963637995, 95.0, 81.11, 0.192	90.95	11	0.99102	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.metabat2.176	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__	N/A	N/A	N/A	N/A	N/A	GCA_963610485.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__Ornithospirochaeta sp963610485	92.6	0.774	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963626925.1, s__Ornithospirochaeta sp963626925, 95.0, 92.1, 0.748; GCA_963587105.1, s__Ornithospirochaeta sp963587105, 95.0, 88.49, 0.589; GCA_963626615.1, s__Ornithospirochaeta sp963626615, 95.0, 81.32, 0.23	83.9	11	0.99546	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C05_WC35_S35__DASTool_bins.metabat2.184_sub	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__	N/A	N/A	N/A	N/A	N/A	GCA_963640795.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__Ornithospirochaeta sp963640795	93.99	0.806	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963638045.1, s__Ornithospirochaeta sp963638045, 95.0, 83.75, 0.329	73.39	11	0.99792	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_C05_WC35_S35__DASTool_bins.metabat2.242	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter massiliensis_A	GCA_963661155.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter massiliensis_A	98.51	0.839	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_900772675.1, s__Fusicatenibacter sp900772675, 95.0, 87.16, 0.373; GCF_027667425.1, s__Fusicatenibacter saccharivorans, 95.0, 88.33, 0.544; GCA_963596755.1, s__Fusicatenibacter sp963596755, 95.0, 90.67, 0.586	N/A	N/A	N/A	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.metabat2.257	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp963599235	GCA_963599235.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp963599235	97.53	0.879	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963615155.1, s__Faecalibacterium sp963615155, 95.0, 84.48, 0.348; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 84.82, 0.371; GCA_963648915.1, s__Faecalibacterium sp963648915, 95.0, 87.35, 0.414; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 90.34, 0.674	N/A	N/A	N/A	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.metabat2.264	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__SFIE01;s__SFIE01 sp963629755	GCA_963629755.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__SFIE01;s__SFIE01 sp963629755	96.34	0.86	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_004555405.1, s__SFIE01 sp004555405, 95.0, 84.25, 0.351	N/A	N/A	N/A	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.metabat2.274_sub	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp963593385	GCA_963593385.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp963593385	98.96	0.917	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963605225.1, s__Bulleidia sp963605225, 95.0, 89.2, 0.677; GCA_963645035.1, s__Bulleidia sp963645035, 95.0, 86.05, 0.497	N/A	N/A	N/A	N/A
WILDCHIMP_C05_WC35_S35__DASTool_bins.metabat2.277	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	GCA_963661195.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963661195	94.72	0.924	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963586715.1, s__Prevotella sp963586715, 95.0, 92.7, 0.897; GCA_963644035.1, s__Prevotella sp963644035, 95.0, 88.74, 0.824	91.08	11	0.99833	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D05_WC36_S36__DASTool_bins.concoct.027	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp963657295	GCA_963657295.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp963657295	95.08	0.886	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963591995.1, s__CAG-791 sp963591995, 95.0, 87.63, 0.594	N/A	N/A	N/A	N/A
WILDCHIMP_D05_WC36_S36__DASTool_bins.concoct.055	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-841;s__CAG-841 sp963656825	GCA_963656825.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-841;s__CAG-841 sp963656825	97.06	0.835	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_000437375.1, s__CAG-841 sp000437375, 95.0, 89.38, 0.702; GCA_963614875.1, s__CAG-841 sp963614875, 95.0, 93.35, 0.875	N/A	N/A	N/A	N/A
WILDCHIMP_D05_WC36_S36__DASTool_bins.concoct.062	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAKRJP01;s__CAKRJP01 sp963597615	GCA_963597615.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAKRJP01;s__CAKRJP01 sp963597615	98.84	0.926	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963589425.1, s__CAKRJP01 sp963589425, 95.0, 87.53, 0.589; GCA_963634745.1, s__CAKRJP01 sp963634745, 95.0, 85.42, 0.465	N/A	N/A	N/A	N/A
WILDCHIMP_D05_WC36_S36__DASTool_bins.concoct.082	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A sp963595115	GCA_963595115.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A sp963595115	98.86	0.921	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934532985.1, s__Butyricicoccus_A sp934532985, 95.0, 84.46, 0.406	N/A	N/A	N/A	N/A
WILDCHIMP_D05_WC36_S36__DASTool_bins.concoct.140	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp963623615	GCA_963623615.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp963623615	98.78	0.882	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934572465.1, s__Hominicoprocola sp934572465, 95.0, 86.09, 0.399; GCA_937884915.1, s__Hominicoprocola sp937884915, 95.0, 93.85, 0.698; GCA_002405995.1, s__Hominicoprocola sp002405995, 95.0, 86.02, 0.42; GCA_900550165.1, s__Hominicoprocola sp900550165, 95.0, 88.31, 0.571; GCA_934597535.1, s__Hominicoprocola sp934597535, 95.0, 86.38, 0.45; GCA_900546295.1, s__Hominicoprocola sp900546295, 95.0, 87.0, 0.5; GCA_934561515.1, s__Hominicoprocola sp900556145, 95.0, 86.9, 0.444; GCA_037343695.1, s__Hominicoprocola sp037343695, 95.0, 88.26, 0.56; GCA_020687125.1, s__Hominicoprocola fusiformis, 95.0, 91.83, 0.647; GCA_934636865.1, s__Hominicoprocola sp934636865, 95.0, 87.74, 0.518; GCA_900763705.1, s__Hominicoprocola sp900763705, 95.0, 87.18, 0.565; GCA_900552015.1, s__Hominicoprocola sp900552015, 95.0, 89.29, 0.586; GCA_003522105.1, s__Hominicoprocola sp003522105, 95.0, 87.34, 0.44; GCA_040095065.1, s__Hominicoprocola sp934835795, 96.51, 92.03, 0.678; GCA_934572445.1, s__Hominicoprocola sp934572445, 95.0, 86.41, 0.37	N/A	N/A	N/A	N/A
WILDCHIMP_D05_WC36_S36__DASTool_bins.concoct.144	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__F23-D06;s__	N/A	N/A	N/A	N/A	N/A	GCA_963620035.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__F23-D06;s__F23-D06 sp963620035	93.08	0.853	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__F23-D06;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963644715.1, s__F23-D06 sp963644715, 95.0, 89.41, 0.706; GCA_963603365.1, s__F23-D06 sp963603365, 95.0, 88.76, 0.765; GCA_963643165.1, s__F23-D06 sp963643165, 95.0, 88.34, 0.708	93.49	11	0.99647	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D05_WC36_S36__DASTool_bins.concoct.210	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__RUG806 sp963620305	GCA_963620305.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG806;s__RUG806 sp963620305	96.92	0.925	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963657065.1, s__RUG806 sp963657065, 95.0, 84.47, 0.357	N/A	N/A	N/A	N/A
WILDCHIMP_D05_WC36_S36__DASTool_bins.concoct.220	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963656105	GCA_963656105.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963656105	95.65	0.834	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_D05_WC36_S36__DASTool_bins.concoct.252	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	GCA_963660455.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963660455	90.59	0.672	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963624905.1, s__Prevotella sp963624905, 95.0, 87.43, 0.611; GCA_963601815.1, s__Prevotella sp963601815, 95.0, 85.45, 0.443	89.42	11	0.99814	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_D05_WC36_S36__DASTool_bins.metabat2.063	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__	N/A	N/A	N/A	N/A	N/A	GCA_963615025.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__Colicola sp963615025	94.22	0.797	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963615895.1, s__Colicola sp963615895, 95.0, 89.97, 0.714; GCA_963636305.1, s__Colicola sp963636305, 95.0, 87.0, 0.566	91.86	11	0.99565	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
